Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
0|36.667163|68.610169|21.990950|35.186052|68.970944|26.742081
1|32.661894|69.101695|24.117647|31.841071|69.498789|23.936652
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
0|40.203441|68.571911|25.794732|38.761788|68.593626|26.793824
1|35.666191|68.743214|24.886467|35.024266|69.189567|26.975477
Epoch|TrainCost|TrainAll|TrainRoot|TestCost|TestAll|TestRoot
